,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
2539,False,"{'id': 259027, 'name': 'The Wolf Man (Universal Series)', 'poster_path': '/bYvHmIKqSnUYyjFhabzNliS2qu1.jpg', 'backdrop_path': '/8DcHcYH0P9de2j8HPRYq9wXNaIf.jpg'}",0,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",,13666,tt0034398,en,The Wolf Man,"After his brother's death, Larry Talbot returns home to his father and the family estate. Events soon take a turn for the worse when Larry is bitten by a werewolf.",5.386984,/5AoLvk8r0egU8bY5FFXiYw1XPeb.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1941-12-12,0.0,70.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"""His hideous howl a dirge of death!""",The Wolf Man,False,7.2,124.0
29911,False,,3700000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",http://www.eyeborgs.com/,40537,tt1043844,en,Eyeborgs,"Are government surveillance cameras intended to keep us safe actually killing people? Is it a plot by the government to suppress the opposition, or have our terrorist enemies secretly gained control of our security system and are now using it against us? Following another major terrorist attack the US instigates an intense government surveillance program in which every camera in the country is linked into a single, all-seeing network called the ODIN system (for Optical Defense Intelligence Network). The system includes millions of mobile, robotic surveillance cameras known as ""Eyeborgs,"" which watch everyone for suspicious behavior, all in the name of security, law enforcement and keeping America safe. An agent for the Department of Homeland Security grows suspicious of the system after a series of odd murders in which the physical evidence doesn't match up to what the video records show. Now he must work outside the system to find out who is really controlling the Eyeborgs.",2.036393,/yp2Ijv45403hKfx5fFcXeuvhOpt.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-04-29,0.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,You Are Being Watched!,Eyeborgs,False,4.9,26.0
18863,False,,0,"[{'id': 99, 'name': 'Documentary'}]",,88609,tt0034978,en,Listen to Britain,"A depiction of life in wartime England during the Second World War. Director Humphrey Jennings visits many aspects of civilian life and of the turmoil and privation caused by the war, all without narration.",0.513932,/6tIYKpE9iot8Nsr7QXFEprT6h3H.jpg,"[{'name': 'Crown Film Unit', 'id': 16204}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1942-04-01,0.0,20.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Listen to Britain,False,5.5,8.0
28532,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,207766,tt2095713,en,Missionary,A wife and mother starts an affair with a young missionary... with disastrous consequences.,0.30267,/whxCYv96hme7ZgMrf3eVZUQpvTY.jpg,[],[],2013-07-25,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Missionary,False,5.1,7.0
2564,False,,0,"[{'id': 99, 'name': 'Documentary'}]",,84198,tt1736049,en,A Place at the Table,"Using personal stories, this powerful documentary illuminates the plight of the 49 million Americans struggling with food insecurity. A single mother, a small-town policeman and a farmer are among those for whom putting food on the table is a daily battle.",0.501046,/jn8L1QdWWX5c0NUOLjzaSXtZrbt.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-03-22,0.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,One Nation. Underfed.,A Place at the Table,False,6.9,7.0
22209,False,,0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,146712,tt2299368,en,A Fairly Odd Christmas,After Timmy Turner causes Santa amnesia he must become the new Santa in order to save Christmas.,1.484618,/qN57mHbyPfiAmreLxN1ZPEdqpvY.jpg,"[{'name': 'Pacific Bay Entertainment Canada', 'id': 16441}, {'name': 'Pacific Bay Entertainment', 'id': 16442}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-11-23,0.0,65.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,A Fairly Odd Christmas,False,5.4,18.0
34185,False,"{'id': 227140, 'name': 'Black Emanuelle Collection', 'poster_path': '/hah1bC0sGv9Eatq01673DW0E1dL.jpg', 'backdrop_path': '/ceX5Y46RTjC628xk08b6mnEetMn.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,45233,tt0085250,en,Blade Violent - I violenti,"Emanuelle, a reporter, comes just a little too close to exposing a corrupt official, and is sent to prison on trumped-up charges. In the prison, the inmates are constantly humiliated and tortured by the prison staff. Overly affectionate prisoners are forced underwater, while others are obliged to look on. Emanuelle finds an enemy in the deranged Albina, who ""runs the prison."" For the pleasure of the warden, Emanuelle and Albina are forced to fight each other with knives. Bad becomes worse when four men awaiting execution escape and take over the prison. Gore flows like water.",0.925862,/k1iebsnvHBtl3zUhAXvta3dgqY9.jpg,"[{'name': 'Les Films Jacques Leitienne', 'id': 1639}, {'name': 'Beatrice Film', 'id': 4835}, {'name': 'Imp.Ex.Ci.', 'id': 32208}, {'name': 'Les Films de Chauvin', 'id': 76443}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1983-08-31,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Women's Prison Massacre,False,4.1,9.0
38799,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,129564,tt0070568,it,La proprietà non è più un furto,"A lowly bank clerk, literally allergic to money and revolted by its nefarious influence on humanity, launches a campaign of harassment against a wealthy butcher, stealing small, insignificant items— but never money—from the man. The victim uses the thefts to make large and fraudulent insurance claims, refusing to finger the thief for fear his own financial improprieties might be exposed.",1.306139,/iUZzVWsD51wqe7tDvKkPPZL2Yax.jpg,"[{'name': 'Labrador Films', 'id': 1400}, {'name': 'Quasars Film Company', 'id': 79575}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1973-10-03,0.0,126.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Property Is No Longer a Theft,False,7.4,5.0
5672,False,,41000000,"[{'id': 18, 'name': 'Drama'}]",http://movies.uip.de/8mile/,65,tt0298203,en,8 Mile,"The setting is Detroit in 1995. The city is divided by 8 Mile, a road that splits the town in half along racial lines. A young white rapper, Jimmy ""B-Rabbit"" Smith Jr. summons strength within himself to cross over these arbitrary boundaries to fulfill his dream of success in hip hop. With his pal Future and the three one third in place, all he has to do is not choke.",8.374355,/dXzTrKwpbLpCqn8O70FUUhNbYQT.jpg,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Mikona Productions GmbH & Co. KG', 'id': 24}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-11-08,215000000.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Every moment is another chance.,8 Mile,False,6.8,1676.0
25465,False,,4900000,"[{'id': 18, 'name': 'Drama'}]",,265177,tt3612616,en,Mommy,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",14.876086,/tpoaLlY0ZdVGDLToVwkGdWxLHRe.jpg,"[{'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Super Écran', 'id': 11578}, {'name': 'SODEC', 'id': 13311}, {'name': 'Metafilms', 'id': 13839}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2014-05-22,3494070.0,138.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"- ""We still love each other, right?"" - ""That's we're best at, buddy.""",Mommy,False,8.2,734.0
24848,False,,0,"[{'id': 37, 'name': 'Western'}]",,209367,tt0035788,en,Death Valley Rangers,"When a fed-up businessman tires of watching gold shipments disappear without a trace, he calls in the Trail Blazers (Ken Maynard, Hoot Gibson and Bob Steele) -- a legendary trio of law enforcers -- to find the gold and figure out who's behind the thefts.",0.335982,/xNe63pgC7HDoWa1vnYircMxblsr.jpg,"[{'name': 'Monogram Pictures', 'id': 4395}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1943-12-03,0.0,59.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The BIG THREE Of The Golden West... They're Dynamite!,Death Valley Rangers,False,0.0,0.0
14113,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,2861,tt0082053,fr,Le beau mariage,"Sabine vows to give up married lovers, and is determined to find a good husband. Her best friend Clarisse introduces her to her cousin Edmond, a busy lawyer from Paris. Sabine pursues Edmond, with the encouragement of Clarisse, but Edmond does not seem very interested.",0.816074,/4gYwUICkKQ2AdHvuvPUdfsJofJj.jpg,"[{'name': 'Les Films du Carrosse', 'id': 53}, {'name': 'Les Films du Losange', 'id': 223}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1982-05-19,0.0,97.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,A Good Marriage,False,6.7,6.0
26772,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,49505,tt1935828,en,Jim Jefferies: Alcoholocaust,"Share this *Alcoholocaust: (Meaning: The aftermath of a drinking party, usually resulting in every available horizontal surface being covered in empty booze containers, spilled beverages and a general sticky alcoholic residue.) Jim Jefferies, the globally renowned Australian stand-up, returns to Just For Laughs with his brand new solo show. Alcoholocaust includes some of Jim’s favourite wild antics over the past year. As always, his material is set in reality, which is what provides him with his trademark brutally frank style. Among other things, you will hear about a hilarious yet touching true story involving his friend’s severely disabled brother, plus Jim’s traditional pet peeves – religion &amp; idiots.",2.410982,/6HzTOloCxOOkubYZx8maaAF7dCV.jpg,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2010-11-08,0.0,120.0,[],Released,,Jim Jefferies: Alcoholocaust,False,7.4,19.0
23654,False,,5900000,"[{'id': 35, 'name': 'Comedy'}]",http://www.mrsbrownsboysmovie.co.uk/,262340,tt3433074,en,Mrs. Brown's Boys D'Movie,"When Moore Street market-trader Agnes Brown finds her livelihood under threat from a ruthless developer, she and her family embark on a campaign to save her stall, aided as only the Browns will be by a motley troop of blind trainee Ninjas, an alcoholic solicitor, and a barrister with Tourettes Syndrome.",1.840891,/15iHEYmYJTie1NTE82tHOhiL60V.jpg,"[{'name': 'BBC Films', 'id': 288}, {'name': ""That's Nice Films"", 'id': 32182}, {'name': 'BocFlix', 'id': 32183}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2014-06-27,23000000.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Mrs. Brown's Boys D'Movie,False,4.7,34.0
2721,False,,7000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,14578,tt0125971,en,Outside Providence,"In this coming-of-age comedy, Tim Dunphy is leading a go-nowhere existence, spending his days smoking pot and hanging out with his best friend, Drugs Delaney. But Tim's lazy days of getting high are jettisoned after a brush with the law convinces his blue-collar dad to send him to a Connecticut prep school. The one saving grace of the new school is Jane, a fellow student Tim falls for immediately.",3.10924,/9zQMVhYgJkklEyDCMee6QbizxFG.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Eagle Beach Productions', 'id': 8014}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-08-16,7292175.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Tim's getting a future... whether he likes it or not!,Outside Providence,False,5.6,30.0
12455,False,,0,"[{'id': 99, 'name': 'Documentary'}]",,28816,tt0905979,en,Chicago 10,"Archival footage, animation, and music are used to look back at the eight anti-war protesters who were put on trial following the 1968 Democratic National Convention.",1.165384,/2GohQHpvwQLCGCyx47l5BhYODTE.jpg,"[{'name': 'consolidated documentaries', 'id': 4870}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-01-01,0.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Chicago 10,False,6.6,5.0
24971,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,288691,tt2435458,en,Last Weekend,"When an affluent matriarch gathers her dysfunctional family for a holiday at their Northern California lake house, her carefully constructed weekend begins to come apart at the seams, leading her to question her own role in the family.",3.131421,/xSBtL2XRmsMu7EsD6IvQ3KXBt3d.jpg,[],[],2014-08-29,0.0,94.0,[],Released,Freedom comes from letting go,Last Weekend,False,4.3,9.0
30839,False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,302960,tt4215766,en,Scooby-Doo! Moon Monster Madness,"It's one giant step for dog-kind as Scooby-Doo and the Gang blast off for an epic, other-worldly adventure in this all-new original movie! After winning the last 5 seats in a lottery, Scooby-Doo, Shaggy, Fred, Daphne and Velma are off to space in billionaire Sly Baron's brand new ship, the Sly Star One. It's all gravity-free fun until a mysterious alien begins destroying the ship! As the ship breaks down, the crew is forced to land on Sly Baron's base... on the dark side of the moon! Will the gang unravel this alien mystery? Will Scooby-Doo and Shaggy find snacks on the moon? Will Fred ever take his space helmet off?! Journey to the outer limits with Scooby-Doo to find out!",1.437302,/9YV8Z7SYyFbJl85CgKsawgN9yTh.jpg,"[{'name': 'Warner Home Video', 'id': 2786}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-02-17,0.0,72.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,Scooby-Doo! Moon Monster Madness,False,6.4,11.0
11230,False,,5800000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",http://www.sonypictures.com/movies/crossover/,14351,tt0473024,en,Crossover,"The clock strikes midnight, money changes hands, the crowd is on their feet, and the court is alive with fast-paced razzle-dazzle basketball. These players don't play for a school or a pro team. They play for the street and it's underground...way underground.",0.906143,/jMShqkxESzjcXWdhGJz65CPWi8L.jpg,"[{'name': '360 Pictures', 'id': 2894}, {'name': 'Dribble Productions', 'id': 2895}, {'name': 'Platinum Equity', 'id': 2896}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-09-01,7000000.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Crossover,False,4.2,10.0
6920,False,,531374,"[{'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]",,995,tt0031971,en,Stagecoach,"A simple stagecoach trip is complicated by the fact that Geronimo is on the warpath in the area. The passengers on the coach include a drunken doctor, two women, a bank manager who has taken off with his client's money, and the famous Ringo Kid, among others.",7.970462,/wvyS90AJsztvX5wxpDSjURad9yl.jpg,"[{'name': 'United Artists', 'id': 60}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1939-03-02,1103757.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Danger holds the reins as the devil cracks the whip! Desperate men! Frontier women! Rising above their pasts in a West corrupted by violence and gun-fire!,Stagecoach,False,7.6,216.0
7141,False,,30000000,"[{'id': 35, 'name': 'Comedy'}]",,16784,tt0361925,en,Welcome to Mooseport,"A US president (Gene Hackman) who has retired after two terms in office returns to his hometown of Mooseport, Maine and decides to run for Mayor against another local candidate (Ray Romano).",3.832792,/dvADic4gEtbWrs1s2BNvCXbce2K.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Intermedia Films', 'id': 763}, {'name': 'Mediastream Vierte Film GmbH & Co. Vermarktungs KG', 'id': 19354}, {'name': 'Mooseport Productions', 'id': 89720}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-02-24,14000000.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Welcome to Mooseport,False,4.8,54.0
9922,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,49225,tt0063991,en,Age of Consent,An elderly artist thinks he has become too stale and is past his prime. His friend (and agent) persuades him to go to an offshore island to try once more. On the island he re-discovers his muse in the form of a young girl.,4.472825,/uz4Nl4Qp2kkAYUdjmMn9kTrDVGJ.jpg,"[{'name': 'Nautilus Productions', 'id': 6312}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",1969-05-13,0.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Let yourself go... they do!,Age of Consent,False,6.0,14.0
10105,False,,50000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.miramax.com/movie/the-adventures-of-sharkboy-and-lavagirl/,14199,tt0424774,en,The Adventures of Sharkboy and Lavagirl,"Everyone always knew that Max had a wild imagination, but no one believed that his wildest creations -- a boy raised by watchful great white sharks and a girl with the force of a volcano -- were real. Now, these two pint-sized action masters will show Max that even an ordinary kid has what it takes to be extraordinary.",6.477862,/wRwwPkulIpViuq6DsrPabb30lCD.jpg,"[{'name': 'Troublemaker Studios', 'id': 10807}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-06-10,69425966.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Smaller heroes. Just as super.,The Adventures of Sharkboy and Lavagirl,False,4.4,278.0
42316,False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",http://www.porkpiemovie.com,429698,tt4834220,en,Pork Pie,"This remake of 1981’s Goodbye Pork Pie tracks the escapades of a trio of accidental outlaws as they travel the length of New Zealand protesting conformity and chasing lost love, with a posse of cops and a media frenzy in pursuit.",1.023355,/eiKlqTjva0z6RpKmBuln2KmcOEC.jpg,"[{'name': 'Four Knights Film', 'id': 17761}, {'name': 'Southern Light Films', 'id': 55251}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}]",2017-02-02,0.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The misfits, the mini, the mayhem.",Pork Pie,False,6.0,9.0
119,False,,0,"[{'id': 18, 'name': 'Drama'}]",,32119,tt0106473,en,The Boys of St. Vincent,The true story of boys being sexually abused at their orphanage ran by a religious community in Newfoundland.,0.86539,/zC4WsoeXN2wCrUjNzu4iu7ph17Z.jpg,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1992-12-06,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Boys of St. Vincent,False,7.0,7.0
20665,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",,127867,tt1935902,en,The Brass Teapot,"When a couple discovers that a brass teapot makes them money whenever they hurt themselves, they must come to terms with how far they are willing to go.",10.642891,/4Pxtx487zw0HTpbO4k341Es33nO.jpg,"[{'name': 'Laundry Films', 'id': 13552}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-09-08,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Everyone Has A Price. What's Yours?,The Brass Teapot,False,5.8,165.0
35589,False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",,163890,tt0826039,en,Blokada,"The images comprise only of material Sergei Loznitsa found in the Moscow film archives about the siege of Leningrad during the World War II. By providing the originally silent images with a meticulously reconstructed soundtrack, the scenes from everyday life under siege seem to be set in the present. By not intervening in the montage but giving the scenes room to tell a story, the scenes transcend the specific historic events and lead a new life. They do not evoke memories of the past, but become a breathtaking reanimation of reality.",0.480285,/bXBRVGVTXxNQ6YjUZ8stYjzpifz.jpg,[],[],2005-11-07,0.0,52.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Blockade,False,7.0,5.0
9394,False,,0,"[{'id': 99, 'name': 'Documentary'}]",,16765,tt0342150,en,Bukowski - Born into This,"Director John Dullaghan’s biographical documentary about infamous poet Charles Bukowski, Bukowski: Born Into This, is as much a touching portrait of the author as it is an exposé of his sordid lifestyle.  Interspersed between ample vintage footage of Bukowski’s poetry readings are interviews with the poet’s fans including such legendary figures such as Lawrence Ferlinghetti, Joyce Fante (wife of John), Bono, and Harry Dean Stanton.  Filmed in grainy black and white by Bukowski’s friend, Taylor Hackford, due to lack of funding, the old films edited into this movie paint Bukowski’s life of boozing and brawling romantically, securing Bukowski’s legendary status.",1.205624,/p4EZIoLaRdfrgCQvOVH4Y31DyGD.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-01-18,0.0,138.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Bukowski - Born into This,False,7.9,15.0
34693,False,,0,"[{'id': 12, 'name': 'Adventure'}]",,64046,tt0149244,ru,Tayna Korolevy Anny ili Mushketyory 30 Let Spustya,"The 3rd part of the famous trilogy by Alexandre Dumas about d'Artagnan and his 3 friends Athos, Porthos and Aramis.",0.036093,/l7tgXN4iRWFNYAhgFXhBG8ERawr.jpg,[],"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1993-06-06,0.0,150.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,The Secret of Queen Anna or Musketeers 30 Years Later,False,1.0,1.0
26424,False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",,26266,tt0367088,en,Spymate,"Amelia, a young genius and daughter of a top secret agent, unknowingly invents a contraption that makes her the target of an evil scientist.",0.538422,/qqwqLHkt29f3ypSQfJzoisDC2zJ.jpg,"[{'name': 'Téléfilm Canada', 'id': 806}, {'name': 'SpyChimp Productions', 'id': 31014}, {'name': 'Keystone Family Pictures', 'id': 31015}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2006-01-24,0.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An amazing new breed of secret agent.,Spymate,False,4.7,5.0
8660,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,31304,tt0065955,sv,En kärlekshistoria,"The youngsters puppy love is set against a backdrop of adults that struggle with their own lives. Her fathers feeling of misery and failure at work, her aunts unhappiness as an unmarried woman without kids of her own. His father work at the paintshop-business and his worries about the mentally ill grandfather. Against the adults the young couples love is so sweet and sensual, so innocent and beautiful. As a couple in love, they don't care about anything but themselves and seems totally unaware about everything that surrounds them.",0.098906,/4NQvYpgCic5H2ZXQ2Fy8KAiF5iq.jpg,"[{'name': 'Europa Film', 'id': 1763}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",1970-04-24,0.0,115.0,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,Moments of truth,A Swedish Love Story,False,7.5,32.0
37207,False,,0,"[{'id': 18, 'name': 'Drama'}]",,47231,tt0107331,nl,De kleine blonde dood,The poet Valentijn Boecke meets his former teacher Mieke. They have a short relation. After a while Mieke appears to be pregnant. Valentijn is through with Mieke and leaves her...,0.872157,/5omokNCmHVRSeTNpkaARCWeUF46.jpg,"[{'name': 'Verenigde Nederlandsche Filmcompagnie (VNF)', 'id': 23968}]","[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]",1993-03-11,0.0,95.0,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,,Little Blond Death,False,7.2,10.0
42381,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",http://www.lavenderthemovie.com/,340584,tt4680980,en,Lavender,A photographer struggling with memory loss discovers her pictures may indicate something sinister is hitting close to home.,3.528884,/ugTImNkM6MoHRCo2KkcGMw2m1as.jpg,"[{'name': 'South Creek Pictures', 'id': 12215}, {'name': '3 Legged Dog Films', 'id': 53568}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-03-03,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The past won't forget,Lavender,False,5.5,54.0
33941,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",,191562,tt2436516,hi,गो गोआ गॉन,"A rave party off the coast of Goa, goes horrifyingly and hilariously wrong when the island is overrun with zombies.",1.675292,/5yArWoxijgN0gvo0ExQfKXgZ0Qr.jpg,"[{'name': 'Eros International', 'id': 3653}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2013-05-10,0.0,111.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,I Kill Dead  People,Go Goa Gone,False,5.9,28.0
19467,False,,2000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,102784,tt1753722,pt,2 Coelhos,"Edgar is a young upper-middle class man, close to completing 30 years old, he lives a full life crisis and is in a position common to the vast majority of Brazilians. On the one hand the power, represented by a corrupt state, abusive and absent in their taxes before their obligations. On the other, crime increasingly organized violence became a constant in the lives of citizens in large cities. Edgar responds to all this as a modern vigilante. With the help of ingredients such as technology, counter-information and manipulation, Edgar concocts a brilliant plan, using the greed of their opponents as the reason for its destruction. As the plot unfolds, we know more about the dark past of each character as Edgar fit the pieces together in an intriguing puzzle that makes up the film's plot.",2.315249,/cw5T5dC8gQWmWx5kuUQcSLSrUWR.jpg,"[{'name': 'Telecine', 'id': 7764}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",2012-01-20,1620436.0,108.0,"[{'iso_639_1': 'pt', 'name': 'Português'}]",Released,,Two Rabbits,False,7.1,39.0
38099,False,,0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",,38243,tt0080725,en,Fatty Finn,"The time is the 1930's. Australia like the rest of the world is in the grip of depression. For Aussie's one man lifted their spirits, Don Bradman. Arguably one of the greatest sportsmen of any sport, The Don's cricketing prowess was a ray of sunshine to all Australian, especially to one Hubert ""Fatty"" Finn. He had a dream, to own a crystal set ( very early radio receiver) so as to listen to Bradman flay the Pom's ( English) in the upcoming Ashes Test match. However that took money to buy and times were hard. Fatty uses his enterprise to raise money and promptly loses it as misfortune strikes time and again. Then of course his arch rival Bruiser Murphy is also plotting Fatty's downfall. If he can only win the goat race again he will have enough to pay for the crystal set; or will Bruiser Murphy gazump him? With his band of friends plus Trumper the frog and Hector the goat Fatty sets out to win the day. Hurray for Fatty Finn. Oh yes and Bradman made a record score in the test.",0.432522,/mBNhu1BBh2XEnkHwMVEY9gp1sNh.jpg,[],[],1980-12-18,0.0,91.0,[],Released,,Fatty Finn,False,6.7,3.0
33174,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",,97342,tt1649431,te,వేదం,Cable Raju is a slum dweller who works as a cable operator; Saroja is a prostitute; Ramulu is a debt-ridden weaver from Sircilla; Vivek Chakravarthy is an upcoming rock star; Raheemuddin Qureshi is a Muslim from Old Basti in Hyderabad. The stories of these five characters are interwoven into one.,0.307495,/3KFdWVVjMB5UV1chG4vmb3n78Vb.jpg,[],[],2010-06-04,0.0,145.0,"[{'iso_639_1': 'te', 'name': 'తెలుగు'}]",Released,,Vedam,False,6.1,6.0
